<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
GAZP,1,20200306,122100,189.1000000,189.2400000,189.0200000,189.1300000
GAZP,1,20200306,122200,189.1300000,189.2500000,188.9000000,188.9000000
GAZP,1,20200306,122300,188.9000000,188.9700000,188.7500000,188.7500000
GAZP,1,20200306,122400,188.8300000,188.8300000,188.5300000,188.7300000
GAZP,1,20200306,122500,188.7300000,188.9000000,188.5300000,188.7800000
GAZP,1,20200306,122600,188.8600000,188.8600000,188.4200000,188.5100000
GAZP,1,20200306,122700,188.5100000,188.8900000,188.3000000,188.8200000
GAZP,1,20200306,122800,188.8700000,189.1800000,188.8100000,189.1300000
GAZP,1,20200306,122900,189.0400000,189.2400000,189.0400000,189.2100000
GAZP,1,20200306,123000,189.2100000,189.3800000,189.1300000,189.2900000
GAZP,1,20200306,123100,189.2900000,189.7400000,189.2200000,189.4000000
GAZP,1,20200306,123200,189.3500000,189.4600000,189.1400000,189.4300000
GAZP,1,20200306,123300,189.3900000,189.4600000,189.1500000,189.1500000
GAZP,1,20200306,123400,189.2100000,189.3300000,189.0900000,189.1100000
GAZP,1,20200306,123500,189.1800000,189.1900000,189.0100000,189.0900000
GAZP,1,20200306,123600,189.0800000,189.0800000,188.3200000,188.7400000
GAZP,1,20200306,123700,188.7300000,188.7300000,188.3900000,188.5600000
GAZP,1,20200306,123800,188.6100000,188.6200000,188.2300000,188.4900000
GAZP,1,20200306,123900,188.4500000,188.7800000,188.4000000,188.6300000
GAZP,1,20200306,124000,188.6600000,188.9600000,188.6000000,188.7700000
GAZP,1,20200306,124100,188.7700000,188.8700000,188.5900000,188.7600000
GAZP,1,20200306,124200,188.7700000,188.8200000,188.5300000,188.7000000
GAZP,1,20200306,124300,188.7300000,188.7700000,188.6000000,188.6700000
GAZP,1,20200306,124400,188.6300000,188.7200000,188.2500000,188.4400000
GAZP,1,20200306,124500,188.5200000,188.7800000,188.4000000,188.7000000
GAZP,1,20200306,124600,188.7100000,188.7400000,188.4100000,188.7400000
GAZP,1,20200306,124700,188.6100000,188.7000000,188.2500000,188.3500000
GAZP,1,20200306,124800,188.3400000,188.5700000,188.2500000,188.3100000
GAZP,1,20200306,124900,188.3100000,188.5000000,188.1500000,188.4400000
GAZP,1,20200306,125000,188.4000000,188.8700000,188.1600000,188.7600000
GAZP,1,20200306,125100,188.7600000,189.1900000,188.6100000,189.1300000
GAZP,1,20200306,125200,189.1300000,189.4400000,189.0000000,189.2500000
GAZP,1,20200306,125300,189.2000000,189.5000000,189.2000000,189.3100000
GAZP,1,20200306,125400,189.3300000,189.3500000,188.9600000,189.0500000
GAZP,1,20200306,125500,189.0500000,189.1600000,188.7300000,188.8900000
GAZP,1,20200306,125600,188.8700000,189.0000000,188.5600000,188.9500000
GAZP,1,20200306,125700,189.0900000,189.0900000,188.8000000,189.0300000
GAZP,1,20200306,125800,189.0000000,189.3000000,188.7800000,189.2200000
GAZP,1,20200306,125900,189.2800000,189.7500000,189.1800000,189.1800000
GAZP,1,20200306,130000,189.2300000,189.6800000,189.1800000,189.6000000
GAZP,1,20200306,130100,189.5500000,189.6700000,189.4600000,189.4800000
GAZP,1,20200306,130200,189.5800000,189.6000000,189.4000000,189.4500000
GAZP,1,20200306,130300,189.5000000,189.8500000,189.3600000,189.5800000
GAZP,1,20200306,130400,189.6500000,189.7000000,189.5000000,189.5800000
GAZP,1,20200306,130500,189.5600000,189.6600000,189.4500000,189.6500000
GAZP,1,20200306,130600,189.6600000,189.8800000,189.5900000,189.8400000
GAZP,1,20200306,130700,189.8300000,190.0500000,189.7300000,189.9900000
GAZP,1,20200306,130800,189.9700000,190.1200000,189.9100000,189.9300000
GAZP,1,20200306,130900,189.9100000,190.0300000,189.7900000,189.8100000
GAZP,1,20200306,131000,189.8700000,189.8700000,189.3100000,189.5000000
GAZP,1,20200306,131100,189.5000000,190.1400000,189.5000000,190.1300000
GAZP,1,20200306,131200,190.0600000,190.1400000,189.7700000,189.9000000
GAZP,1,20200306,131300,189.9700000,189.9800000,189.7300000,189.9800000
GAZP,1,20200306,131400,189.9800000,190.4000000,189.9500000,190.3700000
GAZP,1,20200306,131500,190.3400000,190.4000000,190.0800000,190.1300000
GAZP,1,20200306,131600,190.0600000,190.1500000,189.8600000,189.9500000
GAZP,1,20200306,131700,189.9000000,190.1700000,189.8600000,189.9200000
GAZP,1,20200306,131800,189.9200000,190.2700000,189.9200000,190.2400000
GAZP,1,20200306,131900,190.2500000,190.3000000,190.1500000,190.3000000
GAZP,1,20200306,132000,190.2100000,190.2700000,189.9200000,190.2600000
GAZP,1,20200306,132100,190.2600000,190.2900000,190.1000000,190.1800000
GAZP,1,20200306,132200,190.1100000,190.3300000,190.0400000,190.3300000
GAZP,1,20200306,132300,190.3400000,190.3700000,190.1000000,190.1300000
GAZP,1,20200306,132400,190.1300000,190.2900000,190.1100000,190.1100000
GAZP,1,20200306,132500,190.1100000,190.2000000,190.1000000,190.1600000
GAZP,1,20200306,132600,190.1400000,190.1800000,190.0300000,190.1000000
GAZP,1,20200306,132700,190.0900000,190.3800000,190.0700000,190.1800000
GAZP,1,20200306,132800,190.1800000,190.3000000,189.9100000,190.0000000
GAZP,1,20200306,132900,190.0000000,190.1900000,189.9300000,190.1000000
GAZP,1,20200306,133000,190.1500000,190.1500000,189.9100000,189.9700000
GAZP,1,20200306,133100,189.9100000,189.9600000,189.8000000,189.9500000
GAZP,1,20200306,133200,189.9500000,190.1800000,189.9300000,190.1800000
GAZP,1,20200306,133300,190.1700000,190.6000000,190.1100000,190.5300000
GAZP,1,20200306,133400,190.5700000,190.6900000,189.9600000,189.9600000
GAZP,1,20200306,133500,189.9500000,190.1100000,189.3000000,189.4100000
GAZP,1,20200306,133600,189.4200000,189.4200000,188.1600000,188.6900000
GAZP,1,20200306,133700,188.7700000,189.1000000,188.5500000,188.7900000
GAZP,1,20200306,133800,188.7000000,188.7400000,187.8000000,187.8000000
GAZP,1,20200306,133900,187.8000000,188.5500000,187.8000000,188.5500000
GAZP,1,20200306,134000,188.4500000,188.9800000,188.2700000,188.6600000
GAZP,1,20200306,134100,188.7100000,188.8100000,188.2600000,188.3000000
GAZP,1,20200306,134200,188.3500000,188.4500000,188.0900000,188.3000000
GAZP,1,20200306,134300,188.3800000,188.8800000,188.3600000,188.6400000
GAZP,1,20200306,134400,188.7200000,189.2000000,188.6400000,189.0900000
GAZP,1,20200306,134500,189.0200000,189.1800000,188.8800000,189.0700000
GAZP,1,20200306,134600,189.0200000,189.0400000,188.8000000,188.8700000
GAZP,1,20200306,134700,188.8700000,189.4100000,188.7600000,189.3000000
GAZP,1,20200306,134800,189.3000000,189.7000000,189.2200000,189.5500000
GAZP,1,20200306,134900,189.5100000,189.5100000,189.1000000,189.2000000
GAZP,1,20200306,135000,189.2100000,189.6500000,189.0700000,189.5200000
GAZP,1,20200306,135100,189.5500000,189.6100000,189.3800000,189.5000000
GAZP,1,20200306,135200,189.5300000,189.6000000,189.4000000,189.6000000
GAZP,1,20200306,135300,189.5100000,189.6500000,189.2400000,189.2500000
GAZP,1,20200306,135400,189.2300000,189.4600000,189.1000000,189.1700000
GAZP,1,20200306,135500,189.1100000,189.1800000,188.7300000,189.1300000
GAZP,1,20200306,135600,189.0800000,189.2000000,189.0300000,189.1400000
GAZP,1,20200306,135700,189.1500000,189.3900000,189.1100000,189.2000000
GAZP,1,20200306,135800,189.1600000,189.2700000,188.8700000,188.9200000
GAZP,1,20200306,135900,188.9100000,188.9200000,188.6000000,188.8700000
GAZP,1,20200306,140000,188.8700000,188.8700000,188.7300000,188.7700000
GAZP,1,20200306,140100,188.8200000,188.9400000,188.7600000,188.8800000
GAZP,1,20200306,140200,188.9400000,189.2200000,188.8800000,189.1800000
GAZP,1,20200306,140300,189.1700000,189.1700000,188.9100000,188.9200000
GAZP,1,20200306,140400,188.9900000,189.0000000,188.8800000,188.8900000
GAZP,1,20200306,140500,188.8600000,189.0000000,188.3600000,188.4000000
GAZP,1,20200306,140600,188.4000000,188.5500000,188.0100000,188.4700000
GAZP,1,20200306,140700,188.4700000,188.5300000,188.0000000,188.2200000
GAZP,1,20200306,140800,188.2600000,188.3600000,188.0200000,188.1300000
GAZP,1,20200306,140900,188.1300000,188.2600000,188.0000000,188.0600000
GAZP,1,20200306,141000,188.0400000,188.4300000,188.0000000,188.3600000
GAZP,1,20200306,141100,188.3600000,188.5900000,188.1900000,188.5000000
GAZP,1,20200306,141200,188.5500000,188.8300000,188.4000000,188.7000000
GAZP,1,20200306,141300,188.7000000,188.9200000,188.5700000,188.7200000
GAZP,1,20200306,141400,188.7900000,188.8200000,188.4200000,188.4200000
GAZP,1,20200306,141500,188.4800000,188.8300000,188.4300000,188.6000000
GAZP,1,20200306,141600,188.6000000,188.7400000,188.4700000,188.6900000
GAZP,1,20200306,141700,188.6900000,188.8300000,188.5200000,188.7300000
GAZP,1,20200306,141800,188.7100000,188.8800000,188.5700000,188.7600000
GAZP,1,20200306,141900,188.7200000,188.8200000,188.4200000,188.5500000
GAZP,1,20200306,142000,188.4900000,188.6400000,188.0700000,188.3000000
GAZP,1,20200306,142100,188.2400000,188.2700000,187.8000000,187.8900000
GAZP,1,20200306,142200,187.8200000,188.0900000,187.8000000,188.0000000
GAZP,1,20200306,142300,187.9100000,188.1000000,187.8100000,187.9600000
GAZP,1,20200306,142400,187.9200000,188.0500000,187.8000000,187.8100000
GAZP,1,20200306,142500,187.8100000,187.9900000,187.7000000,187.7600000
GAZP,1,20200306,142600,187.7600000,188.0200000,187.7000000,187.7900000
GAZP,1,20200306,142700,187.8100000,188.0000000,187.6400000,187.6900000
GAZP,1,20200306,142800,187.6900000,187.6900000,187.0000000,187.0600000
GAZP,1,20200306,142900,187.0600000,187.3400000,186.8500000,187.2500000
GAZP,1,20200306,143000,187.2000000,187.7100000,187.2000000,187.4600000
GAZP,1,20200306,143100,187.4900000,187.6200000,187.3100000,187.4800000
GAZP,1,20200306,143200,187.4800000,188.1000000,187.4000000,188.0000000
GAZP,1,20200306,143300,187.8600000,187.9800000,187.6300000,187.7600000
GAZP,1,20200306,143400,187.7600000,187.9700000,187.7000000,187.8700000
GAZP,1,20200306,143500,187.9500000,188.2300000,187.8000000,187.9700000
GAZP,1,20200306,143600,187.9800000,188.0000000,187.6800000,187.9700000
GAZP,1,20200306,143700,187.8800000,187.9700000,187.5600000,187.7000000
GAZP,1,20200306,143800,187.7000000,187.9100000,187.5900000,187.7900000
GAZP,1,20200306,143900,187.8200000,187.8800000,187.7200000,187.8000000
GAZP,1,20200306,144000,187.8000000,187.9900000,187.5500000,187.7500000
GAZP,1,20200306,144100,187.7400000,187.7500000,187.6000000,187.7400000
GAZP,1,20200306,144200,187.7500000,187.7500000,187.6000000,187.6500000
GAZP,1,20200306,144300,187.6500000,187.6900000,187.0700000,187.2900000
GAZP,1,20200306,144400,187.3200000,187.4600000,187.2000000,187.4300000
GAZP,1,20200306,144500,187.4100000,187.4100000,185.8600000,185.9400000
GAZP,1,20200306,144600,186.0200000,186.5300000,185.8200000,186.1300000
GAZP,1,20200306,144700,186.2200000,186.3600000,186.0100000,186.1500000
GAZP,1,20200306,144800,186.1700000,186.3200000,186.0100000,186.1700000
GAZP,1,20200306,144900,186.1700000,186.3800000,186.0800000,186.3400000
GAZP,1,20200306,145000,186.3700000,186.5000000,186.0500000,186.0500000
GAZP,1,20200306,145100,186.0700000,186.3800000,186.0100000,186.1100000
GAZP,1,20200306,145200,186.1100000,186.3000000,186.0500000,186.2100000
GAZP,1,20200306,145300,186.2300000,186.5000000,186.2000000,186.3000000
GAZP,1,20200306,145400,186.3000000,186.6000000,186.2600000,186.4200000
GAZP,1,20200306,145500,186.4200000,186.4500000,186.2000000,186.2100000
GAZP,1,20200306,145600,186.2100000,186.2700000,185.4000000,185.8800000
GAZP,1,20200306,145700,185.8500000,186.1300000,185.6200000,185.7800000
GAZP,1,20200306,145800,185.7900000,185.8600000,185.4200000,185.4800000
GAZP,1,20200306,145900,185.4800000,185.5700000,185.3500000,185.4500000
GAZP,1,20200306,150000,185.4200000,185.5000000,185.1300000,185.1700000
GAZP,1,20200306,150100,185.2200000,185.5000000,185.1300000,185.4500000
GAZP,1,20200306,150200,185.5000000,185.6900000,185.3000000,185.6000000
GAZP,1,20200306,150300,185.5400000,185.6500000,185.4600000,185.5200000
GAZP,1,20200306,150400,185.5200000,186.1800000,185.4600000,186.0200000
GAZP,1,20200306,150500,186.0400000,186.2200000,185.9000000,186.0800000
GAZP,1,20200306,150600,186.0800000,186.4500000,186.0600000,186.4500000
GAZP,1,20200306,150700,186.3900000,186.6500000,186.3100000,186.4200000
GAZP,1,20200306,150800,186.4800000,186.5600000,186.2500000,186.3000000
GAZP,1,20200306,150900,186.3300000,186.8800000,186.2300000,186.5300000
GAZP,1,20200306,151000,186.5500000,186.5500000,186.0000000,186.1700000
GAZP,1,20200306,151100,186.2200000,186.4000000,186.1700000,186.3500000
GAZP,1,20200306,151200,186.3500000,186.3500000,186.1800000,186.2100000
GAZP,1,20200306,151300,186.2000000,186.3100000,185.8900000,186.2200000
GAZP,1,20200306,151400,186.2200000,186.2200000,186.0100000,186.2200000
GAZP,1,20200306,151500,186.2500000,186.2500000,186.1300000,186.1600000
GAZP,1,20200306,151600,186.1600000,186.4000000,186.0800000,186.4000000
GAZP,1,20200306,151700,186.4000000,186.6200000,186.3800000,186.6200000
GAZP,1,20200306,151800,186.6200000,186.8000000,186.4200000,186.7600000
GAZP,1,20200306,151900,186.8000000,187.0300000,186.8000000,187.0300000
GAZP,1,20200306,152000,187.0500000,187.0500000,186.7400000,186.9000000
GAZP,1,20200306,152100,186.9200000,187.0200000,186.9000000,187.0100000
GAZP,1,20200306,152200,187.0300000,187.2500000,186.9000000,187.1200000
GAZP,1,20200306,152300,187.1200000,187.4000000,187.1200000,187.2900000
GAZP,1,20200306,152400,187.3300000,187.6900000,187.2900000,187.4100000
GAZP,1,20200306,152500,187.4900000,187.5000000,187.0500000,187.1500000
GAZP,1,20200306,152600,187.1500000,187.2900000,187.1000000,187.2400000
GAZP,1,20200306,152700,187.2400000,187.4900000,187.2400000,187.2400000
GAZP,1,20200306,152800,187.2400000,187.3100000,187.0500000,187.1100000
GAZP,1,20200306,152900,187.0500000,187.2200000,186.9900000,187.2100000
GAZP,1,20200306,153000,187.1400000,187.4800000,187.1400000,187.4800000
GAZP,1,20200306,153100,187.4500000,187.7500000,187.4200000,187.6800000
GAZP,1,20200306,153200,187.6800000,187.7500000,187.6000000,187.7500000
GAZP,1,20200306,153300,187.7300000,187.7500000,187.5600000,187.5600000
GAZP,1,20200306,153400,187.6100000,187.7500000,187.5800000,187.7200000
GAZP,1,20200306,153500,187.7200000,187.7200000,187.5000000,187.5900000
GAZP,1,20200306,153600,187.5800000,187.7500000,187.5500000,187.7400000
GAZP,1,20200306,153700,187.7400000,187.7500000,187.6800000,187.7400000
GAZP,1,20200306,153800,187.7400000,187.7500000,187.6600000,187.7500000
GAZP,1,20200306,153900,187.7400000,187.7500000,187.6700000,187.7400000
GAZP,1,20200306,154000,187.7400000,187.7400000,187.2100000,187.3100000
GAZP,1,20200306,154100,187.3200000,187.3200000,187.0000000,187.1000000
GAZP,1,20200306,154200,187.0400000,187.2000000,186.9500000,186.9600000
GAZP,1,20200306,154300,186.9600000,187.4500000,186.8200000,187.2000000
GAZP,1,20200306,154400,187.2200000,187.2700000,187.0900000,187.2000000
GAZP,1,20200306,154500,187.2500000,187.3800000,187.1200000,187.1600000
GAZP,1,20200306,154600,187.2000000,187.4800000,187.0900000,187.4300000
GAZP,1,20200306,154700,187.4300000,187.4300000,187.1200000,187.2500000
GAZP,1,20200306,154800,187.2500000,187.2500000,186.9700000,187.0400000
GAZP,1,20200306,154900,187.1200000,187.3200000,187.0000000,187.0400000
GAZP,1,20200306,155000,187.0100000,187.1400000,187.0000000,187.1000000
GAZP,1,20200306,155100,187.1400000,187.2300000,186.9800000,187.0300000
GAZP,1,20200306,155200,187.0100000,187.0500000,186.7500000,186.9000000
GAZP,1,20200306,155300,186.9500000,186.9500000,186.4400000,186.6800000
GAZP,1,20200306,155400,186.7500000,187.0000000,186.4500000,186.9000000
GAZP,1,20200306,155500,186.9500000,187.0800000,186.7700000,186.8800000
GAZP,1,20200306,155600,186.7900000,187.1000000,186.7900000,186.9900000
GAZP,1,20200306,155700,186.9900000,187.1000000,186.9400000,187.0100000
GAZP,1,20200306,155800,187.0100000,187.1000000,187.0000000,187.1000000
GAZP,1,20200306,155900,187.0900000,187.1000000,187.0200000,187.0600000
GAZP,1,20200306,160000,187.0100000,187.1000000,187.0000000,187.0900000
GAZP,1,20200306,160100,187.0500000,187.0700000,186.8700000,187.0700000
GAZP,1,20200306,160200,187.0700000,187.1000000,187.0000000,187.0400000
GAZP,1,20200306,160300,187.0400000,187.7000000,187.0100000,187.5900000
GAZP,1,20200306,160400,187.5300000,187.7000000,187.4100000,187.7000000
GAZP,1,20200306,160500,187.6400000,187.7000000,187.2500000,187.3100000
GAZP,1,20200306,160600,187.3100000,187.6500000,187.3000000,187.3600000
GAZP,1,20200306,160700,187.3400000,187.5000000,187.3000000,187.4700000
GAZP,1,20200306,160800,187.4700000,187.7000000,187.4700000,187.4900000
GAZP,1,20200306,160900,187.4600000,187.4700000,186.8000000,187.0000000
GAZP,1,20200306,161000,187.0300000,187.0900000,186.8600000,187.0400000
GAZP,1,20200306,161100,187.0200000,187.0200000,186.6600000,186.8300000
GAZP,1,20200306,161200,186.8100000,186.8100000,186.3400000,186.4200000
GAZP,1,20200306,161300,186.4200000,186.6500000,186.3400000,186.5000000
GAZP,1,20200306,161400,186.5000000,186.5400000,186.1500000,186.2900000
GAZP,1,20200306,161500,186.2600000,186.4900000,186.1400000,186.4100000
GAZP,1,20200306,161600,186.4300000,186.8700000,186.4100000,186.6700000
GAZP,1,20200306,161700,186.6300000,187.0900000,186.6100000,187.0200000
GAZP,1,20200306,161800,187.0900000,187.3300000,186.9300000,187.1100000
GAZP,1,20200306,161900,187.1200000,187.1600000,187.0100000,187.1000000
GAZP,1,20200306,162000,187.1000000,187.3000000,187.0700000,187.2900000
GAZP,1,20200306,162100,187.2800000,187.5000000,187.2800000,187.3300000
GAZP,1,20200306,162200,187.3800000,187.4800000,186.4700000,186.5000000
GAZP,1,20200306,162300,186.5000000,186.6100000,186.1600000,186.1600000
GAZP,1,20200306,162400,186.2600000,186.6300000,186.1500000,186.5100000
GAZP,1,20200306,162500,186.5600000,186.8700000,186.5000000,186.6900000
GAZP,1,20200306,162600,186.6900000,186.8600000,186.6100000,186.8100000
GAZP,1,20200306,162700,186.8000000,187.0900000,186.7000000,186.7800000
GAZP,1,20200306,162800,186.7800000,186.9800000,186.5400000,186.8700000
GAZP,1,20200306,162900,186.9200000,187.2900000,186.8700000,187.2300000
GAZP,1,20200306,163000,187.1700000,187.7000000,187.1700000,187.6400000
GAZP,1,20200306,163100,187.6400000,187.7500000,187.5700000,187.7500000
GAZP,1,20200306,163200,187.7400000,187.7500000,187.4600000,187.5400000
GAZP,1,20200306,163300,187.5400000,187.7500000,187.4500000,187.6700000
GAZP,1,20200306,163400,187.6000000,188.0000000,187.4800000,188.0000000
GAZP,1,20200306,163500,187.9500000,188.4700000,187.9500000,188.3300000
GAZP,1,20200306,163600,188.3300000,188.9000000,188.2300000,188.8900000
GAZP,1,20200306,163700,188.8400000,188.9000000,188.4200000,188.5300000
GAZP,1,20200306,163800,188.6000000,188.8800000,188.1600000,188.2500000
GAZP,1,20200306,163900,188.2600000,188.6300000,188.2200000,188.5000000
GAZP,1,20200306,164000,188.5000000,188.5000000,188.3000000,188.3400000
GAZP,1,20200306,164100,188.2700000,188.2700000,187.6500000,187.6800000
GAZP,1,20200306,164200,187.7800000,187.9500000,187.5000000,187.7300000
GAZP,1,20200306,164300,187.6900000,187.8200000,187.2000000,187.4000000
GAZP,1,20200306,164400,187.3800000,187.7400000,187.3500000,187.6000000
GAZP,1,20200306,164500,187.5300000,187.9300000,187.5100000,187.8900000
GAZP,1,20200306,164600,187.9400000,188.3800000,187.9000000,188.0700000
GAZP,1,20200306,164700,188.1400000,188.1900000,187.8900000,188.1000000
GAZP,1,20200306,164800,188.1000000,188.3800000,187.9500000,188.3300000
GAZP,1,20200306,164900,188.3700000,188.8700000,188.3200000,188.6600000
GAZP,1,20200306,165000,188.6000000,188.7300000,188.5200000,188.7000000
GAZP,1,20200306,165100,188.7000000,188.7000000,188.1500000,188.2500000
GAZP,1,20200306,165200,188.2300000,188.3600000,187.9100000,188.0400000
GAZP,1,20200306,165300,188.0400000,188.6700000,187.9800000,188.4800000
GAZP,1,20200306,165400,188.5300000,188.6200000,188.3200000,188.6200000
GAZP,1,20200306,165500,188.5900000,188.7200000,188.5000000,188.6700000
GAZP,1,20200306,165600,188.6700000,188.7000000,188.3000000,188.4400000
GAZP,1,20200306,165700,188.4400000,188.6000000,188.2300000,188.4600000
GAZP,1,20200306,165800,188.5100000,188.5500000,188.4200000,188.5400000
GAZP,1,20200306,165900,188.4900000,188.6500000,188.3000000,188.6500000
GAZP,1,20200306,170000,188.6800000,188.7500000,188.4100000,188.6800000
GAZP,1,20200306,170100,188.6700000,188.7300000,188.5600000,188.6800000
GAZP,1,20200306,170200,188.6500000,188.8500000,188.5600000,188.8300000
GAZP,1,20200306,170300,188.7600000,188.8400000,188.5700000,188.6400000
GAZP,1,20200306,170400,188.6400000,189.0000000,188.5900000,189.0000000
GAZP,1,20200306,170500,189.0000000,189.1800000,188.8500000,189.0800000
GAZP,1,20200306,170600,189.0800000,189.4600000,188.8300000,189.3500000
GAZP,1,20200306,170700,189.3500000,189.4900000,189.2800000,189.4800000
GAZP,1,20200306,170800,189.4800000,189.4900000,189.1100000,189.1900000
GAZP,1,20200306,170900,189.1900000,189.4700000,189.1800000,189.4500000
GAZP,1,20200306,171000,189.4500000,189.8000000,189.3900000,189.7900000
GAZP,1,20200306,171100,189.7800000,189.7800000,189.0700000,189.1600000
GAZP,1,20200306,171200,189.1000000,189.2700000,189.0000000,189.2600000
GAZP,1,20200306,171300,189.2600000,189.2600000,189.1000000,189.1800000
GAZP,1,20200306,171400,189.1800000,189.1900000,188.5300000,188.7900000
GAZP,1,20200306,171500,188.7300000,189.0300000,188.7000000,188.9200000
GAZP,1,20200306,171600,188.8400000,188.9100000,188.3500000,188.4800000
GAZP,1,20200306,171700,188.4800000,189.0000000,188.3900000,188.8300000
GAZP,1,20200306,171800,188.8900000,189.0500000,188.5500000,188.6400000
GAZP,1,20200306,171900,188.6900000,188.6900000,188.3500000,188.6400000
GAZP,1,20200306,172000,188.6500000,188.7600000,188.5000000,188.7600000
GAZP,1,20200306,172100,188.6800000,188.7500000,188.6000000,188.6300000
GAZP,1,20200306,172200,188.6200000,188.6200000,188.4000000,188.4000000
GAZP,1,20200306,172300,188.4400000,188.9000000,188.3000000,188.7600000
GAZP,1,20200306,172400,188.7100000,189.1800000,188.6400000,188.9200000
GAZP,1,20200306,172500,188.8700000,189.2000000,188.7500000,189.1100000
GAZP,1,20200306,172600,189.0900000,189.2100000,188.9800000,189.2100000
GAZP,1,20200306,172700,189.1900000,189.3800000,188.9000000,188.9000000
GAZP,1,20200306,172800,188.9500000,189.1500000,188.9500000,189.1500000
GAZP,1,20200306,172900,189.0800000,189.3200000,189.0800000,189.2000000
GAZP,1,20200306,173000,189.2000000,189.5000000,189.0400000,189.3900000
GAZP,1,20200306,173100,189.3400000,189.5900000,189.1000000,189.2400000
GAZP,1,20200306,173200,189.3000000,189.4700000,189.1500000,189.3700000
GAZP,1,20200306,173300,189.3800000,189.6700000,189.3400000,189.6300000
GAZP,1,20200306,173400,189.6300000,189.6900000,188.9300000,189.0000000
GAZP,1,20200306,173500,188.9900000,189.4600000,188.9900000,189.4100000
GAZP,1,20200306,173600,189.3800000,190.0000000,189.3800000,190.0000000
GAZP,1,20200306,173700,189.9900000,190.2700000,189.9500000,190.1500000
GAZP,1,20200306,173800,190.1200000,190.1600000,189.7100000,189.8800000
GAZP,1,20200306,173900,189.8900000,189.9800000,189.7300000,189.7500000
GAZP,1,20200306,174000,189.7800000,189.7800000,189.3800000,189.4500000
GAZP,1,20200306,174100,189.3900000,189.4100000,189.1500000,189.2100000
GAZP,1,20200306,174200,189.2000000,189.5200000,189.0500000,189.2400000
GAZP,1,20200306,174300,189.2000000,189.6600000,189.0400000,189.6300000
GAZP,1,20200306,174400,189.6100000,189.6600000,189.3100000,189.4500000
GAZP,1,20200306,174500,189.4300000,189.5100000,189.2500000,189.3300000
GAZP,1,20200306,174600,189.2600000,189.2600000,189.0200000,189.1500000
GAZP,1,20200306,174700,189.1300000,189.6200000,189.0600000,189.4700000
GAZP,1,20200306,174800,189.4000000,189.4000000,188.9200000,188.9300000
GAZP,1,20200306,174900,188.9900000,189.0900000,188.2500000,188.3900000
GAZP,1,20200306,175000,188.3100000,188.6500000,188.3000000,188.5700000
GAZP,1,20200306,175100,188.5500000,188.6200000,187.6900000,187.6900000
GAZP,1,20200306,175200,187.7100000,187.9700000,187.7000000,187.8000000
GAZP,1,20200306,175300,187.8800000,187.9700000,187.7200000,187.8000000
GAZP,1,20200306,175400,187.7800000,187.9000000,187.5000000,187.6800000
GAZP,1,20200306,175500,187.6200000,187.6200000,187.1700000,187.4000000
GAZP,1,20200306,175600,187.4300000,188.0000000,187.4300000,187.9100000
GAZP,1,20200306,175700,187.9000000,188.0000000,187.8000000,188.0000000
GAZP,1,20200306,175800,188.0000000,188.0000000,187.8800000,188.0000000
GAZP,1,20200306,175900,187.9900000,187.9900000,187.0100000,187.2200000
GAZP,1,20200306,180000,187.2300000,187.9700000,187.1300000,187.4200000
GAZP,1,20200306,180100,187.3400000,187.6400000,187.3000000,187.5400000
GAZP,1,20200306,180200,187.5400000,187.8600000,187.3100000,187.7900000
GAZP,1,20200306,180300,187.7700000,187.8800000,187.5500000,187.6700000
GAZP,1,20200306,180400,187.6000000,187.6200000,187.4100000,187.4900000
GAZP,1,20200306,180500,187.4900000,187.6800000,187.3000000,187.3900000
GAZP,1,20200306,180600,187.4000000,187.7900000,187.1000000,187.1000000
GAZP,1,20200306,180700,187.1600000,187.1600000,186.2400000,186.4500000
GAZP,1,20200306,180800,186.4500000,186.7900000,186.0100000,186.2800000
GAZP,1,20200306,180900,186.1500000,186.2900000,186.0100000,186.0500000
GAZP,1,20200306,181000,186.0500000,186.3300000,186.0200000,186.3000000
GAZP,1,20200306,181100,186.3100000,187.2100000,186.3000000,186.9300000
GAZP,1,20200306,181200,186.9200000,186.9300000,186.2000000,186.6500000
GAZP,1,20200306,181300,186.7100000,186.9900000,186.5500000,186.7100000
GAZP,1,20200306,181400,186.7600000,186.9700000,186.6700000,186.8000000
GAZP,1,20200306,181500,186.8000000,187.0500000,186.7400000,186.8400000
GAZP,1,20200306,181600,186.8500000,187.0500000,186.8400000,187.0000000
GAZP,1,20200306,181700,187.0000000,187.0400000,186.7100000,186.7500000
GAZP,1,20200306,181800,186.7700000,186.9100000,186.4700000,186.9000000
GAZP,1,20200306,181900,186.9100000,187.0000000,186.2500000,186.2600000
GAZP,1,20200306,182000,186.3200000,186.4400000,186.2700000,186.3600000
GAZP,1,20200306,182100,186.3500000,186.5000000,186.2500000,186.2900000
GAZP,1,20200306,182200,186.3000000,186.4000000,186.2000000,186.3600000
GAZP,1,20200306,182300,186.3700000,186.5900000,186.2400000,186.4700000
GAZP,1,20200306,182400,186.4100000,186.6100000,186.2000000,186.3300000
GAZP,1,20200306,182500,186.3300000,187.0000000,186.2800000,187.0000000
GAZP,1,20200306,182600,186.9400000,187.5700000,186.7600000,187.4100000
GAZP,1,20200306,182700,187.2800000,188.0000000,187.2300000,187.7500000
