<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
GAZP,1,20200407,145900,193.0700000,193.0800000,192.7900000,192.8400000
GAZP,1,20200407,150000,192.8000000,193.0200000,192.7400000,193.0200000
GAZP,1,20200407,150100,192.9700000,193.0600000,192.8600000,192.9200000
GAZP,1,20200407,150200,192.9200000,192.9800000,192.7600000,192.8600000
GAZP,1,20200407,150300,192.8100000,192.8700000,192.7200000,192.7800000
GAZP,1,20200407,150400,192.7900000,192.8700000,192.6700000,192.6700000
GAZP,1,20200407,150500,192.6700000,192.7500000,192.6000000,192.6600000
GAZP,1,20200407,150600,192.6800000,193.0900000,192.6300000,193.0100000
GAZP,1,20200407,150700,193.0700000,193.2300000,193.0000000,193.1700000
GAZP,1,20200407,150800,193.1500000,193.5600000,193.0800000,193.4900000
GAZP,1,20200407,150900,193.3900000,193.4700000,193.3100000,193.3100000
GAZP,1,20200407,151000,193.3400000,193.3400000,192.9000000,192.9300000
GAZP,1,20200407,151100,192.9300000,192.9900000,192.8300000,192.9200000
GAZP,1,20200407,151200,192.8600000,193.0000000,192.8400000,192.8800000
GAZP,1,20200407,151300,192.9300000,192.9300000,192.8200000,192.8900000
GAZP,1,20200407,151400,192.8900000,192.9300000,192.8200000,192.9000000
GAZP,1,20200407,151500,192.8300000,193.0000000,192.8300000,192.9800000
GAZP,1,20200407,151600,192.9800000,192.9900000,192.9000000,192.9300000
GAZP,1,20200407,151700,192.9300000,192.9700000,192.8500000,192.9400000
GAZP,1,20200407,151800,192.8700000,192.9000000,192.8100000,192.8100000
GAZP,1,20200407,151900,192.8500000,192.8500000,192.6000000,192.6200000
GAZP,1,20200407,152000,192.6000000,192.6200000,192.3000000,192.3500000
GAZP,1,20200407,152100,192.3500000,192.4400000,192.2200000,192.2300000
GAZP,1,20200407,152200,192.2800000,192.3500000,192.0500000,192.0800000
GAZP,1,20200407,152300,192.0800000,192.1700000,192.0500000,192.0600000
GAZP,1,20200407,152400,192.0800000,192.1700000,192.0700000,192.1600000
GAZP,1,20200407,152500,192.1600000,192.3000000,192.1000000,192.2400000
GAZP,1,20200407,152600,192.2400000,192.3000000,192.2000000,192.2600000
GAZP,1,20200407,152700,192.2500000,192.2800000,192.2100000,192.2400000
GAZP,1,20200407,152800,192.2400000,192.2700000,192.0500000,192.0500000
GAZP,1,20200407,152900,192.0500000,192.1200000,192.0500000,192.0500000
GAZP,1,20200407,153000,192.0500000,192.2200000,192.0400000,192.0900000
GAZP,1,20200407,153100,192.0900000,192.1200000,191.6000000,191.6000000
GAZP,1,20200407,153200,191.6400000,191.6400000,191.4100000,191.5000000
GAZP,1,20200407,153300,191.4700000,191.8500000,191.4100000,191.7600000
GAZP,1,20200407,153400,191.6900000,191.8700000,191.5800000,191.7700000
GAZP,1,20200407,153500,191.7000000,191.7700000,191.5000000,191.5000000
GAZP,1,20200407,153600,191.5000000,191.5500000,191.1900000,191.2800000
GAZP,1,20200407,153700,191.3200000,191.7300000,191.2100000,191.7000000
GAZP,1,20200407,153800,191.6900000,191.7100000,191.3500000,191.5000000
GAZP,1,20200407,153900,191.4100000,191.7200000,191.3500000,191.6900000
GAZP,1,20200407,154000,191.6300000,191.9300000,191.4600000,191.9300000
GAZP,1,20200407,154100,191.8500000,192.1900000,191.6600000,192.0600000
GAZP,1,20200407,154200,192.0400000,192.1900000,191.9200000,192.0900000
GAZP,1,20200407,154300,192.0900000,192.1600000,191.9400000,192.0700000
GAZP,1,20200407,154400,192.0100000,192.1100000,192.0000000,192.1000000
GAZP,1,20200407,154500,192.1000000,192.2700000,192.0600000,192.1800000
GAZP,1,20200407,154600,192.1800000,192.3900000,192.1400000,192.3900000
GAZP,1,20200407,154700,192.3600000,192.5000000,192.2300000,192.4000000
GAZP,1,20200407,154800,192.4600000,192.4600000,192.4000000,192.4400000
GAZP,1,20200407,154900,192.4000000,192.4500000,192.3000000,192.3900000
GAZP,1,20200407,155000,192.3500000,192.4000000,192.3000000,192.3000000
GAZP,1,20200407,155100,192.3000000,192.4200000,192.3000000,192.3000000
GAZP,1,20200407,155200,192.3300000,192.3300000,192.2500000,192.2500000
GAZP,1,20200407,155300,192.2500000,192.5800000,192.2500000,192.2500000
GAZP,1,20200407,155400,192.2500000,192.2800000,192.0100000,192.0100000
GAZP,1,20200407,155500,192.0100000,192.3000000,192.0100000,192.1600000
GAZP,1,20200407,155600,192.1800000,192.3300000,192.0700000,192.2600000
GAZP,1,20200407,155700,192.2600000,192.3300000,192.1300000,192.2000000
GAZP,1,20200407,155800,192.2200000,192.3700000,192.1800000,192.3700000
GAZP,1,20200407,155900,192.3200000,192.4900000,192.2800000,192.3600000
GAZP,1,20200407,160000,192.3500000,192.3600000,192.0100000,192.0800000
GAZP,1,20200407,160100,192.0800000,192.1200000,192.0100000,192.0700000
GAZP,1,20200407,160200,192.0200000,192.1500000,192.0100000,192.1200000
GAZP,1,20200407,160300,192.0900000,192.2600000,192.0500000,192.2600000
GAZP,1,20200407,160400,192.2100000,192.2100000,192.0100000,192.0100000
GAZP,1,20200407,160500,192.0500000,192.0600000,191.7400000,191.8200000
GAZP,1,20200407,160600,191.7800000,191.8900000,191.6400000,191.8100000
GAZP,1,20200407,160700,191.8100000,191.8500000,191.6700000,191.8200000
GAZP,1,20200407,160800,191.7600000,191.8500000,191.5900000,191.7600000
GAZP,1,20200407,160900,191.7500000,191.8500000,191.6300000,191.7500000
GAZP,1,20200407,161000,191.8200000,191.8200000,191.6600000,191.6700000
GAZP,1,20200407,161100,191.7300000,191.8100000,191.6300000,191.7000000
GAZP,1,20200407,161200,191.7600000,191.9000000,191.7100000,191.8500000
GAZP,1,20200407,161300,191.8400000,191.8800000,191.7100000,191.8500000
GAZP,1,20200407,161400,191.8900000,192.1400000,191.8900000,192.0700000
GAZP,1,20200407,161500,192.0700000,192.2900000,192.0000000,192.1800000
GAZP,1,20200407,161600,192.1400000,192.3500000,192.1400000,192.2200000
GAZP,1,20200407,161700,192.2500000,192.3500000,192.1400000,192.1900000
GAZP,1,20200407,161800,192.2000000,192.2200000,192.0000000,192.0700000
GAZP,1,20200407,161900,192.0700000,192.2000000,192.0300000,192.1300000
GAZP,1,20200407,162000,192.2000000,192.2000000,192.0400000,192.1000000
GAZP,1,20200407,162100,192.1100000,192.2000000,192.0400000,192.2000000
GAZP,1,20200407,162200,192.1100000,192.1900000,192.0800000,192.1500000
GAZP,1,20200407,162300,192.1900000,192.4200000,192.1900000,192.3100000
GAZP,1,20200407,162400,192.3100000,192.4700000,192.3000000,192.4300000
GAZP,1,20200407,162500,192.4400000,192.5600000,192.3900000,192.4100000
GAZP,1,20200407,162600,192.4500000,192.4700000,192.2200000,192.3800000
GAZP,1,20200407,162700,192.3100000,192.4500000,192.3100000,192.4000000
GAZP,1,20200407,162800,192.4000000,192.5600000,192.3900000,192.5500000
GAZP,1,20200407,162900,192.5500000,192.9100000,192.4300000,192.9100000
GAZP,1,20200407,163000,192.9100000,192.9500000,192.6200000,192.8700000
GAZP,1,20200407,163100,192.8700000,192.9500000,192.7700000,192.8900000
GAZP,1,20200407,163200,192.8500000,193.1100000,192.5800000,192.5800000
GAZP,1,20200407,163300,192.6200000,192.6400000,192.3200000,192.3200000
GAZP,1,20200407,163400,192.4000000,192.6700000,192.3800000,192.5300000
GAZP,1,20200407,163500,192.5200000,192.7900000,192.5200000,192.5200000
GAZP,1,20200407,163600,192.5200000,192.6900000,192.4900000,192.5200000
GAZP,1,20200407,163700,192.5200000,192.7000000,192.4900000,192.5100000
GAZP,1,20200407,163800,192.5000000,192.5000000,192.3600000,192.4000000
GAZP,1,20200407,163900,192.4000000,192.4200000,192.0700000,192.1600000
GAZP,1,20200407,164000,192.2000000,192.4000000,192.1300000,192.3900000
GAZP,1,20200407,164100,192.3300000,192.5100000,192.3300000,192.5100000
GAZP,1,20200407,164200,192.3900000,192.6400000,192.3700000,192.5000000
GAZP,1,20200407,164300,192.4000000,192.4900000,192.3100000,192.3100000
GAZP,1,20200407,164400,192.3100000,192.3300000,192.0900000,192.2000000
GAZP,1,20200407,164500,192.2000000,192.3000000,192.1100000,192.3000000
GAZP,1,20200407,164600,192.3000000,192.4300000,192.2900000,192.3500000
GAZP,1,20200407,164700,192.3500000,192.3900000,192.1600000,192.2700000
GAZP,1,20200407,164800,192.2500000,192.3400000,192.2100000,192.2100000
GAZP,1,20200407,164900,192.2500000,192.3700000,192.1600000,192.2100000
GAZP,1,20200407,165000,192.2800000,192.3100000,192.2100000,192.2100000
GAZP,1,20200407,165100,192.2600000,192.3500000,192.1500000,192.3500000
GAZP,1,20200407,165200,192.3200000,192.6000000,192.2800000,192.5100000
GAZP,1,20200407,165300,192.4800000,192.7500000,192.4800000,192.6800000
GAZP,1,20200407,165400,192.7000000,193.0800000,192.7000000,193.0500000
GAZP,1,20200407,165500,193.0600000,193.0800000,192.7900000,192.8800000
GAZP,1,20200407,165600,192.8300000,192.8400000,192.6400000,192.6400000
GAZP,1,20200407,165700,192.6700000,192.9100000,192.6300000,192.9100000
GAZP,1,20200407,165800,192.9100000,192.9200000,192.7700000,192.8000000
GAZP,1,20200407,165900,192.8000000,192.8700000,192.7700000,192.8400000
GAZP,1,20200407,170000,192.8700000,193.1000000,192.8100000,193.0900000
GAZP,1,20200407,170100,193.0000000,193.0200000,192.7000000,192.7600000
GAZP,1,20200407,170200,192.7600000,192.7600000,192.6500000,192.6900000
GAZP,1,20200407,170300,192.6500000,192.6600000,192.3800000,192.5000000
GAZP,1,20200407,170400,192.5300000,192.5600000,192.3000000,192.3200000
GAZP,1,20200407,170500,192.3600000,192.5200000,192.3500000,192.5000000
GAZP,1,20200407,170600,192.5300000,192.6000000,192.3900000,192.4100000
GAZP,1,20200407,170700,192.4300000,192.5000000,192.3100000,192.3400000
GAZP,1,20200407,170800,192.3100000,192.3100000,192.0800000,192.1000000
GAZP,1,20200407,170900,192.1600000,192.2100000,191.8000000,191.8100000
GAZP,1,20200407,171000,191.8900000,191.9400000,191.7500000,191.9100000
GAZP,1,20200407,171100,191.9100000,191.9300000,191.5100000,191.6000000
GAZP,1,20200407,171200,191.6000000,191.7600000,191.0500000,191.1600000
GAZP,1,20200407,171300,191.2300000,191.3100000,191.0500000,191.1500000
GAZP,1,20200407,171400,191.2200000,191.4000000,191.0600000,191.3500000
GAZP,1,20200407,171500,191.3500000,191.4900000,191.1600000,191.3700000
GAZP,1,20200407,171600,191.4100000,191.5800000,191.3500000,191.4300000
GAZP,1,20200407,171700,191.5700000,191.7100000,191.3600000,191.6900000
GAZP,1,20200407,171800,191.7000000,191.8000000,191.4600000,191.6900000
GAZP,1,20200407,171900,191.6500000,191.6600000,191.3500000,191.4500000
GAZP,1,20200407,172000,191.4600000,191.5000000,191.2500000,191.4000000
GAZP,1,20200407,172100,191.3500000,191.3700000,191.2000000,191.3000000
GAZP,1,20200407,172200,191.2500000,191.4000000,191.1000000,191.1000000
GAZP,1,20200407,172300,191.1000000,191.1700000,190.8800000,190.9800000
GAZP,1,20200407,172400,190.9800000,191.0300000,190.8000000,190.8100000
GAZP,1,20200407,172500,190.8500000,190.8500000,190.5900000,190.7400000
GAZP,1,20200407,172600,190.7000000,190.9300000,190.3900000,190.9200000
GAZP,1,20200407,172700,190.9300000,191.0500000,190.7900000,191.0100000
GAZP,1,20200407,172800,191.0100000,191.1300000,190.8900000,190.9800000
GAZP,1,20200407,172900,190.8900000,191.0100000,190.4800000,190.5300000
GAZP,1,20200407,173000,190.5200000,190.5900000,190.0400000,190.2200000
GAZP,1,20200407,173100,190.1400000,190.4400000,190.0100000,190.4400000
GAZP,1,20200407,173200,190.4400000,190.6500000,190.3800000,190.4800000
GAZP,1,20200407,173300,190.5000000,190.8600000,190.4700000,190.7700000
GAZP,1,20200407,173400,190.7700000,191.2400000,190.7200000,191.1300000
GAZP,1,20200407,173500,191.0300000,191.2500000,190.9500000,191.1500000
GAZP,1,20200407,173600,191.2100000,191.2100000,190.9400000,191.0400000
GAZP,1,20200407,173700,191.0200000,191.1400000,190.8100000,191.1000000
GAZP,1,20200407,173800,191.0300000,191.1700000,190.7500000,190.8700000
GAZP,1,20200407,173900,190.9000000,190.9600000,190.7700000,190.8000000
GAZP,1,20200407,174000,190.8500000,190.9500000,190.6700000,190.6700000
GAZP,1,20200407,174100,190.6600000,190.6700000,190.3800000,190.4800000
GAZP,1,20200407,174200,190.4700000,190.6600000,190.3600000,190.6000000
GAZP,1,20200407,174300,190.6900000,190.7500000,190.4700000,190.5700000
GAZP,1,20200407,174400,190.5000000,190.5000000,190.3000000,190.4500000
GAZP,1,20200407,174500,190.4300000,190.4300000,190.0700000,190.3300000
GAZP,1,20200407,174600,190.3000000,190.3300000,190.0700000,190.1300000
GAZP,1,20200407,174700,190.1400000,190.1800000,190.0500000,190.1000000
GAZP,1,20200407,174800,190.1000000,190.1300000,189.9000000,189.9600000
GAZP,1,20200407,174900,189.9500000,190.0500000,189.8100000,189.9000000
GAZP,1,20200407,175000,189.9400000,190.1200000,189.9400000,190.1000000
GAZP,1,20200407,175100,190.1000000,190.3100000,190.0500000,190.2000000
GAZP,1,20200407,175200,190.2100000,190.3000000,190.1300000,190.3000000
GAZP,1,20200407,175300,190.2200000,190.3000000,190.0500000,190.1400000
GAZP,1,20200407,175400,190.1400000,190.1800000,189.8300000,189.8500000
GAZP,1,20200407,175500,189.8500000,190.0600000,189.8000000,189.9400000
GAZP,1,20200407,175600,189.8900000,190.1000000,189.8600000,189.9800000
GAZP,1,20200407,175700,190.0100000,190.2000000,189.9100000,190.0000000
GAZP,1,20200407,175800,189.9800000,190.0000000,189.9000000,189.9200000
GAZP,1,20200407,175900,189.9200000,189.9600000,189.8000000,189.8300000
GAZP,1,20200407,180000,189.8100000,190.1400000,189.8100000,190.0000000
GAZP,1,20200407,180100,190.0000000,190.3400000,189.8800000,190.2000000
GAZP,1,20200407,180200,190.2600000,190.2800000,190.0500000,190.1000000
GAZP,1,20200407,180300,190.0500000,190.1700000,189.9600000,190.0900000
GAZP,1,20200407,180400,190.0500000,190.1400000,189.9800000,190.1300000
GAZP,1,20200407,180500,190.1200000,190.1700000,189.9900000,190.1000000
GAZP,1,20200407,180600,190.1000000,190.2200000,190.0300000,190.1400000
GAZP,1,20200407,180700,190.1600000,190.3000000,190.0800000,190.2900000
GAZP,1,20200407,180800,190.3300000,190.4900000,190.3300000,190.3300000
GAZP,1,20200407,180900,190.3300000,190.4200000,190.0600000,190.3000000
GAZP,1,20200407,181000,190.3200000,190.4600000,190.3200000,190.3800000
GAZP,1,20200407,181100,190.3800000,190.4000000,190.2200000,190.3600000
GAZP,1,20200407,181200,190.3600000,190.3800000,190.1700000,190.1800000
GAZP,1,20200407,181300,190.1600000,190.2700000,190.1100000,190.1200000
GAZP,1,20200407,181400,190.1100000,190.2800000,190.1000000,190.2200000
GAZP,1,20200407,181500,190.2300000,190.4900000,190.2000000,190.4200000
GAZP,1,20200407,181600,190.4200000,190.4900000,190.1600000,190.2900000
GAZP,1,20200407,181700,190.3000000,190.4400000,190.2700000,190.4300000
GAZP,1,20200407,181800,190.3900000,190.4700000,190.3500000,190.4700000
GAZP,1,20200407,181900,190.4000000,190.4900000,190.4000000,190.4500000
GAZP,1,20200407,182000,190.4300000,190.4800000,190.3000000,190.3000000
GAZP,1,20200407,182100,190.3000000,190.3900000,190.3000000,190.3100000
GAZP,1,20200407,182200,190.3900000,190.3900000,190.3000000,190.3800000
GAZP,1,20200407,182300,190.3900000,190.4000000,190.3200000,190.3200000
GAZP,1,20200407,182400,190.3200000,190.3700000,190.2000000,190.2400000
GAZP,1,20200407,182500,190.2300000,190.3200000,190.2000000,190.2100000
GAZP,1,20200407,182600,190.2000000,190.2100000,190.1000000,190.1800000
GAZP,1,20200407,182700,190.1500000,190.2500000,190.1100000,190.1100000
GAZP,1,20200407,182800,190.1700000,190.1700000,190.1000000,190.1300000
GAZP,1,20200407,182900,190.1500000,190.4900000,190.1100000,190.4200000
GAZP,1,20200407,183000,190.4000000,190.4900000,190.3300000,190.4000000
GAZP,1,20200407,183100,190.4000000,190.4000000,190.1900000,190.2200000
GAZP,1,20200407,183200,190.2200000,190.4300000,190.2200000,190.2700000
GAZP,1,20200407,183300,190.3000000,190.4100000,190.3000000,190.3600000
GAZP,1,20200407,183400,190.4000000,190.4500000,190.1000000,190.1000000
GAZP,1,20200407,183500,190.1000000,190.1800000,190.0000000,190.0700000
GAZP,1,20200407,183600,190.0700000,190.3000000,190.0700000,190.2500000
GAZP,1,20200407,183700,190.2800000,190.3900000,190.0100000,190.2600000
GAZP,1,20200407,183800,190.2900000,190.3900000,190.2000000,190.3300000
GAZP,1,20200407,183900,190.2300000,190.3400000,190.0900000,190.0900000
GAZP,1,20200407,184500,191.2200000,191.2200000,191.2200000,191.2200000
GAZP,1,20200407,184600,191.2200000,191.2200000,191.2200000,191.2200000
GAZP,1,20200407,184700,191.2200000,191.2200000,191.2200000,191.2200000
GAZP,1,20200407,184800,191.2200000,191.2200000,191.2200000,191.2200000
GAZP,1,20200407,184900,191.2200000,191.2200000,191.2200000,191.2200000
GAZP,1,20200408,100000,189.7500000,189.7600000,188.2300000,188.7600000
GAZP,1,20200408,100100,188.7600000,188.9100000,188.1000000,188.7400000
GAZP,1,20200408,100200,188.7000000,188.9900000,188.6800000,188.7300000
GAZP,1,20200408,100300,188.8000000,188.8700000,188.4000000,188.4400000
GAZP,1,20200408,100400,188.4900000,188.9000000,188.4500000,188.7200000
GAZP,1,20200408,100500,188.7100000,188.8800000,188.6000000,188.7200000
GAZP,1,20200408,100600,188.7200000,189.1000000,188.7000000,189.0700000
GAZP,1,20200408,100700,189.0200000,189.5000000,188.8300000,189.3700000
GAZP,1,20200408,100800,189.3100000,189.6000000,189.3000000,189.6000000
GAZP,1,20200408,100900,189.5600000,189.6600000,189.3600000,189.5600000
GAZP,1,20200408,101000,189.5200000,189.6600000,189.3500000,189.3500000
GAZP,1,20200408,101100,189.3500000,189.6900000,189.0800000,189.6000000
GAZP,1,20200408,101200,189.6100000,189.6100000,189.3600000,189.4900000
GAZP,1,20200408,101300,189.4200000,189.5500000,189.0000000,189.0700000
GAZP,1,20200408,101400,189.0700000,189.3700000,189.0700000,189.3300000
GAZP,1,20200408,101500,189.2700000,189.6400000,189.2000000,189.5800000
GAZP,1,20200408,101600,189.4900000,189.6300000,189.2700000,189.4500000
GAZP,1,20200408,101700,189.4900000,189.5600000,189.3100000,189.5200000
GAZP,1,20200408,101800,189.5200000,189.6100000,189.4500000,189.5800000
GAZP,1,20200408,101900,189.6000000,189.7000000,189.4500000,189.4700000
GAZP,1,20200408,102000,189.5500000,189.6800000,189.5000000,189.5700000
GAZP,1,20200408,102100,189.5800000,189.6500000,189.4500000,189.5400000
GAZP,1,20200408,102200,189.5000000,189.6000000,189.4500000,189.5600000
GAZP,1,20200408,102300,189.5300000,189.9400000,189.5300000,189.9400000
GAZP,1,20200408,102400,189.9400000,189.9400000,189.6000000,189.7900000
GAZP,1,20200408,102500,189.8100000,189.9700000,189.8100000,189.9200000
GAZP,1,20200408,102600,189.9200000,190.4600000,189.8800000,190.2800000
GAZP,1,20200408,102700,190.3600000,190.6500000,190.2200000,190.4300000
GAZP,1,20200408,102800,190.4500000,190.5300000,190.3700000,190.5200000
GAZP,1,20200408,102900,190.5200000,190.5200000,190.1800000,190.3600000
GAZP,1,20200408,103000,190.3900000,190.3900000,190.1100000,190.1600000
GAZP,1,20200408,103100,190.1600000,190.4400000,190.0100000,190.3000000
GAZP,1,20200408,103200,190.2600000,190.2600000,190.0200000,190.0900000
GAZP,1,20200408,103300,190.1100000,190.2300000,190.0000000,190.2300000
GAZP,1,20200408,103400,190.2000000,190.3900000,190.1000000,190.1400000
GAZP,1,20200408,103500,190.1100000,190.4200000,190.1100000,190.3400000
GAZP,1,20200408,103600,190.3600000,190.6000000,190.3000000,190.5600000
GAZP,1,20200408,103700,190.5100000,190.7700000,190.4400000,190.7600000
GAZP,1,20200408,103800,190.7000000,190.8400000,190.6400000,190.7200000
GAZP,1,20200408,103900,190.7000000,190.9700000,190.6700000,190.9700000
GAZP,1,20200408,104000,190.9700000,191.1400000,190.7700000,190.8400000
GAZP,1,20200408,104100,190.8200000,191.1300000,190.8100000,191.0400000
GAZP,1,20200408,104200,191.0400000,191.1300000,190.6000000,190.7100000
GAZP,1,20200408,104300,190.6500000,190.8000000,190.5800000,190.7000000
GAZP,1,20200408,104400,190.7000000,190.7800000,190.5200000,190.5200000
GAZP,1,20200408,104500,190.5200000,190.9500000,190.5200000,190.8500000
GAZP,1,20200408,104600,190.8400000,190.8400000,190.5600000,190.7200000
GAZP,1,20200408,104700,190.6800000,190.7200000,190.5200000,190.6300000
GAZP,1,20200408,104800,190.7000000,190.8300000,190.5900000,190.6800000
GAZP,1,20200408,104900,190.6500000,190.7800000,190.5900000,190.6500000
GAZP,1,20200408,105000,190.6700000,190.9500000,190.6400000,190.7500000
GAZP,1,20200408,105100,190.8900000,190.9400000,190.7700000,190.8800000
GAZP,1,20200408,105200,190.9000000,190.9300000,190.7200000,190.8500000
GAZP,1,20200408,105300,190.8800000,191.9300000,190.8000000,191.3900000
GAZP,1,20200408,105400,191.4800000,191.5300000,191.2300000,191.3400000
GAZP,1,20200408,105500,191.3600000,191.5000000,191.2200000,191.3900000
GAZP,1,20200408,105600,191.3100000,191.7400000,191.3100000,191.4500000
GAZP,1,20200408,105700,191.5500000,191.5500000,191.1300000,191.4000000
GAZP,1,20200408,105800,191.3300000,191.6300000,191.3000000,191.5400000
GAZP,1,20200408,105900,191.5500000,191.6500000,191.4000000,191.6500000
GAZP,1,20200408,110000,191.6600000,191.6800000,191.2500000,191.2500000
GAZP,1,20200408,110100,191.2900000,191.3700000,191.1500000,191.2400000
GAZP,1,20200408,110200,191.2200000,191.3400000,191.0900000,191.0900000
GAZP,1,20200408,110300,191.1000000,191.1200000,190.9000000,190.9000000
GAZP,1,20200408,110400,190.9500000,190.9500000,190.5300000,190.7900000
GAZP,1,20200408,110500,190.7700000,191.0000000,190.7700000,190.9600000
GAZP,1,20200408,110600,190.9300000,191.0000000,190.8800000,191.0000000
GAZP,1,20200408,110700,190.9900000,190.9900000,190.7000000,190.7500000
GAZP,1,20200408,110800,190.7900000,190.8600000,190.5700000,190.6000000
GAZP,1,20200408,110900,190.6000000,190.7600000,190.5200000,190.6400000
GAZP,1,20200408,111000,190.6500000,190.7000000,190.5300000,190.5600000
GAZP,1,20200408,111100,190.6200000,190.6200000,190.3500000,190.3600000
GAZP,1,20200408,111200,190.4100000,190.5400000,190.3000000,190.4700000
GAZP,1,20200408,111300,190.4600000,190.5500000,190.4400000,190.4500000
GAZP,1,20200408,111400,190.4700000,190.5200000,190.2200000,190.3100000
GAZP,1,20200408,111500,190.3100000,190.3700000,190.2100000,190.2700000
GAZP,1,20200408,111600,190.2400000,190.2800000,190.0400000,190.2700000
GAZP,1,20200408,111700,190.2600000,190.5000000,190.1300000,190.5000000
GAZP,1,20200408,111800,190.4900000,190.6900000,190.4500000,190.5000000
GAZP,1,20200408,111900,190.5200000,190.5200000,190.2000000,190.3500000
GAZP,1,20200408,112000,190.2600000,190.5100000,190.2500000,190.5000000
GAZP,1,20200408,112100,190.5000000,190.6400000,190.4000000,190.6200000
GAZP,1,20200408,112200,190.6000000,190.6000000,190.3000000,190.3500000
GAZP,1,20200408,112300,190.4000000,190.5000000,190.3900000,190.5000000
GAZP,1,20200408,112400,190.4400000,190.5800000,190.4400000,190.5600000
GAZP,1,20200408,112500,190.5900000,190.9700000,190.4800000,190.8400000
GAZP,1,20200408,112600,190.8400000,190.8400000,190.7000000,190.7500000
GAZP,1,20200408,112700,190.7800000,190.7800000,190.3000000,190.4600000
GAZP,1,20200408,112800,190.4100000,190.4500000,190.2700000,190.3200000
GAZP,1,20200408,112900,190.3200000,190.3800000,190.0700000,190.0700000
GAZP,1,20200408,113000,190.1200000,190.1200000,189.8500000,189.8500000
GAZP,1,20200408,113100,189.8800000,190.1200000,189.8200000,189.9700000
GAZP,1,20200408,113200,189.8900000,190.1900000,189.8000000,190.0000000
GAZP,1,20200408,113300,190.0700000,190.2200000,190.0000000,190.0500000
GAZP,1,20200408,113400,190.0400000,190.1500000,190.0000000,190.0800000
GAZP,1,20200408,113500,190.0800000,190.1300000,189.7400000,189.8000000
GAZP,1,20200408,113600,189.8300000,189.8600000,189.6800000,189.6800000
GAZP,1,20200408,113700,189.6900000,189.8900000,189.6000000,189.7900000
GAZP,1,20200408,113800,189.7800000,189.8500000,189.4500000,189.7200000
GAZP,1,20200408,113900,189.7000000,189.9100000,189.6700000,189.8100000
GAZP,1,20200408,114000,189.9000000,189.9700000,189.8000000,189.9700000
GAZP,1,20200408,114100,189.9800000,190.0800000,189.8000000,189.9200000
GAZP,1,20200408,114200,189.9100000,190.0000000,189.5600000,189.7400000
GAZP,1,20200408,114300,189.6800000,189.7200000,189.5000000,189.5200000
GAZP,1,20200408,114400,189.5900000,189.7200000,189.5600000,189.6300000
GAZP,1,20200408,114500,189.6300000,189.7300000,189.5000000,189.6500000
GAZP,1,20200408,114600,189.7400000,189.8700000,189.6400000,189.7300000
GAZP,1,20200408,114700,189.7400000,189.9800000,189.7300000,189.9400000
GAZP,1,20200408,114800,189.9400000,189.9400000,189.7500000,189.8600000
GAZP,1,20200408,114900,189.8600000,189.9300000,189.7600000,189.9300000
GAZP,1,20200408,115000,189.8600000,189.9400000,189.7500000,189.9400000
GAZP,1,20200408,115100,189.9200000,189.9600000,189.7000000,189.7600000
GAZP,1,20200408,115200,189.7500000,189.9100000,189.7400000,189.8700000
GAZP,1,20200408,115300,189.8700000,190.0400000,189.8400000,189.9200000
GAZP,1,20200408,115400,189.9700000,190.1600000,189.9500000,190.1000000
GAZP,1,20200408,115500,190.1000000,190.1000000,189.8000000,189.9100000
GAZP,1,20200408,115600,189.9100000,190.1000000,189.8100000,190.1000000
GAZP,1,20200408,115700,190.1000000,190.1500000,190.0300000,190.0500000
GAZP,1,20200408,115800,190.1200000,190.4200000,190.1200000,190.4000000
GAZP,1,20200408,115900,190.3600000,190.4900000,190.2800000,190.4300000
GAZP,1,20200408,120000,190.4200000,190.4900000,190.2000000,190.2800000
GAZP,1,20200408,120100,190.3000000,190.3800000,190.0800000,190.1000000
GAZP,1,20200408,120200,190.1500000,190.1500000,189.7800000,189.9200000
GAZP,1,20200408,120300,189.8900000,190.0000000,189.8600000,189.8600000
GAZP,1,20200408,120400,189.9200000,190.1600000,189.8600000,190.0700000
GAZP,1,20200408,120500,190.1000000,190.1100000,189.9200000,190.0100000
GAZP,1,20200408,120600,190.0600000,190.2600000,190.0200000,190.0900000
GAZP,1,20200408,120700,190.0900000,190.1000000,190.0000000,190.0200000
GAZP,1,20200408,120800,190.0200000,190.0700000,189.8800000,189.9600000
GAZP,1,20200408,120900,189.9000000,189.9900000,189.7400000,189.7900000
GAZP,1,20200408,121000,189.7600000,189.8800000,189.7400000,189.8500000
GAZP,1,20200408,121100,189.8500000,189.9000000,189.7900000,189.9000000
GAZP,1,20200408,121200,189.9100000,190.1000000,189.9100000,190.0400000
GAZP,1,20200408,121300,190.0400000,190.1000000,190.0100000,190.0700000
GAZP,1,20200408,121400,190.0100000,190.0100000,189.8300000,189.8300000
GAZP,1,20200408,121500,189.8300000,189.9300000,189.7500000,189.8100000
GAZP,1,20200408,121600,189.8400000,189.8400000,189.5100000,189.6000000
GAZP,1,20200408,121700,189.6400000,189.6500000,189.0700000,189.2900000
GAZP,1,20200408,121800,189.2600000,189.4200000,189.0100000,189.3600000
GAZP,1,20200408,121900,189.3500000,189.4400000,189.3000000,189.4400000
GAZP,1,20200408,122000,189.4500000,189.6100000,189.4000000,189.6100000
